permutation_entropy_antropy,spectral_entropy_antropy,svd_entropy_antropy,approximate_entropy_antropy,sample_entropy_antropy,hjorth_mobility_antropy,hjorth_complexity_antropy,num_zerocross_antropy,petrosian_fd_antropy,katz_fd_antropy,higuchi_fd_antropy,detrended_fluctuation_antropy,normalized_permutation_entropy_ordpy,statistical_complexity_entropy_ordpy,fisher_shannon_ordpy,global_node_entropy_ordpy,missing_links_ordpy,missing_patterns_ordpy,renyi_complexity_entropy_short_ordpy,renyi_stat_complexity_short_ordpy,renyi_complexity_entropy_long_ordpy,renyi_stat_complexity_long_ordpy,tsallis_complexity_entropy_short_ordpy,tsallis_stat_complexity_short_ordpy,tsallis_complexity_entropy_long_ordpy,tsallis_stat_complexity_long_ordpy,weighted_permutation_entropy_ordpy,0_Absolute energy,0_Average power,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Percentile_2,0_Histogram mode,0_Interquartile range,0_Kurtosis,0_Lempel-Ziv complexity,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Peak to peak distance,0_Root mean square,0_Signal distance,0_Skewness,0_Standard deviation,0_Variance,75th_percentile,25th_percentile,label
0.8039146519772081,0.618183773928507,0.41602211030161046,0.6215050235633797,0.5787998727938591,0.3235889414496515,4.059389617278494,0,1.0162571802113158,3.4331252737342712,1.5446580128514338,1.0206164042216188,0.8039146519772081,0.33681106578577574,0.2252009194907314,1.6699458303890882,0.5766203703703704,0.1986111111111111,0.8742389234151021,0.2584756476124804,0.7570280797017146,0.38381885373311214,0.6480794421258776,0.21391737633097757,0.9526201897999209,0.4419457711030604,6.784450301895452,4343.825206389643,0.22931031021430837,0.18313844204577578,0.39759616609351767,0.58981763871088,0.3999999999999998,0.4066402307825032,1.0372248831505724,0.058013091216216214,0.3618109092097008,0.2447789987382991,0.3976185556729223,0.20172882950363386,1.9999999999999998,0.478850922076775,19039.511519736006,-0.8420125945898493,0.3136735110758115,0.09839107155062723,0.5898181326133608,0.18317790183085758,white_stft_w512_olap0.5
0.8027597856841818,0.6227242239690313,0.4115005247435046,0.6238181299518386,0.5863569347658251,0.31948662664734057,4.103947967885904,0,1.0162817651132576,3.857524584182056,1.5374125728738504,1.0252451669941447,0.8027597856841818,0.3333781502003914,0.2422529791015394,1.6652480611678142,0.5608796296296297,0.15416666666666667,0.8777424823306936,0.251730434140812,0.7534326834469812,0.38078549206558154,0.656040758947044,0.21048436697440268,0.9515959111675437,0.4399359849913382,6.774754266473508,3885.882783159874,0.2051355531415232,0.13691309902591353,0.3514161963969974,0.5403026040741415,0.4,0.40338880003615607,0.9217980623368325,0.05806587837837838,0.30838169540753013,0.25572915158547616,0.35143622584276457,0.19948799947976464,2.0,0.4529069712621062,19048.11983594525,-0.855769047586693,0.33170085100191055,0.11002545455539164,0.5403427671523335,0.13695396711617747,white_stft_w512_olap0.5
0.8009342280849152,0.6290090260787854,0.4436678761528793,0.639190678293251,0.668879463046989,0.34780300959405036,3.7692496442906847,0,1.0162098886920021,4.0092357495169395,1.5480021754588762,0.9811978242979034,0.8009342280849152,0.33755140901859726,0.2334753380645977,1.6710199405973385,0.5810185185185185,0.18194444444444444,0.8741340968212102,0.25802574903109243,0.7527526571938691,0.3842315504339519,0.6478426501585274,0.2135699149781527,0.9514008150325627,0.44463026349094087,6.751260146961926,3775.176974951495,0.19929139919503222,0.09874336830830077,0.33711795314013626,0.5366356713976916,0.4,0.43786882473641026,0.3878779651653552,0.059385557432432436,0.30222608487166874,0.26063029471230464,0.33714938071950185,0.2170383306209775,2.0,0.44640886994729995,19065.115209808046,-0.5854188485064401,0.3285426498809071,0.10794027279076829,0.5366474495428641,0.09877862480645389,white_stft_w512_olap0.5
0.8062724891068279,0.6278203325425278,0.4159897386453721,0.6183117408231418,0.6127139586318741,0.3377289741620268,3.90368701924686,0,1.0163838380800185,3.8952154814934192,1.543368128227211,1.013202534360186,0.8062724891068279,0.3316514164817041,0.22209277229997212,1.6771727841250796,0.5608796296296297,0.17083333333333334,0.8784577313606672,0.2511979899882939,0.7584998877319625,0.3795703268273068,0.6576773647634008,0.21037654404452982,0.953036005363291,0.4358785545725594,6.761932136587165,3461.212540551548,0.18271723278000043,0.09169359535641153,0.3093793554470524,0.5011290857296848,0.32000000000000006,0.40926747965765126,0.5279590542530985,0.0581714527027027,0.27184913394251015,0.25678923361954564,0.3093999524576309,0.2028053467842963,2.0,0.42744308118836577,19059.102574063385,-0.6951467767217311,0.32985699330241736,0.108805636030511,0.5011366925160373,0.09186921285838606,white_stft_w512_olap0.5
0.8007592727614101,0.6243526312339734,0.4280612461967765,0.6368283267253698,0.622700345416346,0.3404032593610368,3.8593343716410313,0,1.0161871827482722,3.629720635258901,1.5414870769484044,0.9912217847448862,0.8007592727614101,0.33843848516088754,0.2303132567172837,1.671028637510924,0.5787037037037037,0.20972222222222223,0.8724290167739089,0.261368258343956,0.7524739062548932,0.3842047567855704,0.6440025022292848,0.21526426985123412,0.9513207165780946,0.44474128653276407,6.7520542415235285,4252.672665969831,0.22449837227312625,0.14990914128196442,0.38486447642405885,0.5789451360360491,0.48,0.429035676471626,0.746544224456938,0.05927998310810811,0.34146724501879877,0.2584579759585659,0.3849611572223032,0.2118007131426507,2.0,0.4738000861556949,19059.94516443716,-0.7725735321560896,0.3284610208539448,0.10788664222041555,0.5789483375190012,0.14991266104737522,white_stft_w512_olap0.5
0.8083820586889754,0.6321117726810496,0.4273041417106664,0.6181893145501869,0.6002291258105357,0.3447652385086655,3.8413948213591644,0,1.0163157981967683,3.381568954271284,1.5543927872118217,0.999613683445503,0.8083820586889753,0.329324996533325,0.21728327311562243,1.6744856653923148,0.5664351851851852,0.17777777777777778,0.8796442635918504,0.24958242890319232,0.7606738087179455,0.37732905162563235,0.6604008500516336,0.20967427073235678,0.9536465108388946,0.43200675432841945,6.8393897335121725,4574.132781078511,0.24146823528894634,0.21410989862997765,0.422918021821849,0.5993605598110808,0.48,0.3852199773482877,1.2620864228168474,0.05891047297297297,0.3811742766518568,0.23958039179951135,0.42294728355189065,0.1889261240207456,2.0,0.49138120524298967,19049.780482473587,-0.9129117196891574,0.3100994351574779,0.09616165968498684,0.599368223648481,0.21414824630019325,white_stft_w512_olap0.5
0.8033228361161401,0.6231541291981263,0.4131660341782044,0.6187284999867897,0.6344688834532152,0.3430015051856615,3.860172383203583,0,1.0162098886920021,3.7669952471069124,1.547499750794111,1.0144544651386105,0.8033228361161401,0.33408530987660423,0.22603781086267943,1.6718937686714375,0.5675925925925925,0.17222222222222222,0.8766720390132934,0.25394074406857264,0.7546490334377696,0.38115756267431755,0.6535985937768969,0.21165862732441323,0.9519437892738563,0.43979468193668053,6.8271686456625815,4067.4370084331995,0.21471979139699093,0.13909686834657697,0.36611826979413276,0.5564906982602568,0.4,0.41739584057339163,0.7100993509511038,0.06001900337837838,0.3228247445211811,0.2593852688944098,0.3661200496614401,0.2064398188580897,2.0,0.46336643916941483,19064.400514616966,-0.7754464973935141,0.3324043340171382,0.1104926412733772,0.5565158452006536,0.13912000462726193,white_stft_w512_olap0.5
0.8032610664565979,0.6303425123265963,0.43588252231879326,0.6327715907695852,0.6401085139245947,0.3553670584462744,3.7045831538436076,0,1.0161758283127418,3.331234477791873,1.5485386880509762,0.9840332147702587,0.8032610664565979,0.3350078255947816,0.22575352638058338,1.6723515566711808,0.5618055555555556,0.175,0.8762525267848376,0.25453102973459296,0.7553433424461204,0.3826509281733771,0.652643839817703,0.21190803099909608,0.9521417396352001,0.44132267054628216,6.802884794857503,3629.1157609285424,0.19158083518600763,0.0909214585581064,0.31700693025516513,0.5239138152054629,0.4,0.43281933107317677,0.40224974706368233,0.060916385135135136,0.2851019229152389,0.2621011520364004,0.3170711361979318,0.21540551309986522,2.0,0.4376879278405945,19073.09964412376,-0.6230843612107287,0.3320957929986869,0.11028761572742671,0.523913841188953,0.09109451011577624,white_stft_w512_olap0.5
0.7995472146237529,0.6153289744546877,0.41393808643517394,0.6259422550513056,0.590231846916569,0.32597768288501555,4.049496263709979,0,1.0162590715200368,3.2772003739009046,1.5402644759663453,1.0236072094230995,0.7995472146237529,0.3389669659173569,0.24187374001024672,1.6589756054856148,0.5835648148148148,0.20277777777777778,0.8722091014382586,0.26150416799313836,0.7510093564351088,0.38458720346506975,0.643508779580862,0.21527796359134763,0.9508986726569952,0.44597169884721755,6.759237084630268,4482.233538685875,0.23661687898885472,0.19993326174025605,0.409679038177841,0.5974033212400093,0.48,0.3974505387407134,1.2487808793427622,0.05869932432432432,0.3667419460032009,0.2473749844380123,0.40969751397164905,0.1974518788342411,2.0,0.4864199714807085,19044.55240552581,-0.9316711017089359,0.31953831334767746,0.10210473369707851,0.5974098994131484,0.19995936067243497,white_stft_w512_olap0.5
0.799965887782752,0.6291700946733241,0.4253981144455819,0.6204550248914513,0.591912889534445,0.33279067170734644,3.9369589014539286,0,1.0162212402005861,3.2234498846871986,1.5334359067092271,1.0065106887035258,0.799965887782752,0.3387001064051558,0.22801868532670427,1.6575537510655363,0.5844907407407407,0.20972222222222223,0.8720906429298344,0.26190065461820433,0.7512982959432759,0.3840781945191638,0.6432429813562024,0.2155112771116993,0.9509820983460666,0.4451810848553514,6.7518651532403995,4065.307679668135,0.21460738424051812,0.15127651200064673,0.3782684212005777,0.5643767717873416,0.48,0.4130802599419793,0.8655617055542502,0.05912162162162162,0.3292424346504876,0.25480896383597207,0.37830722547497947,0.20258401957911093,2.0,0.46324513567411046,19052.977571673193,-0.84767761270453,0.3258764719201808,0.10619547495114441,0.5643819922989057,0.15130173235692645,white_stft_w512_olap0.5
