permutation_entropy_antropy,spectral_entropy_antropy,svd_entropy_antropy,hjorth_mobility_antropy,hjorth_complexity_antropy,petrosian_fd_antropy,higuchi_fd_antropy,detrended_fluctuation_antropy,normalized_permutation_entropy_ordpy,statistical_complexity_entropy_ordpy,fisher_shannon_ordpy,global_node_entropy_ordpy,missing_links_ordpy,renyi_complexity_entropy_long_ordpy,renyi_stat_complexity_long_ordpy,tsallis_complexity_entropy_long_ordpy,tsallis_stat_complexity_long_ordpy,weighted_permutation_entropy_ordpy,0_Absolute energy,0_Average power,0_Kurtosis,0_Lempel-Ziv complexity,0_Mean,0_Median,0_Skewness,0_Standard deviation,75th_percentile,25th_percentile,label,SmallAreaEmphasis,LargeAreaEmphasis,GrayLevelNonUniformityNormalized,SizeZoneNonUniformityNormalized,LargeAreaHighGrayLevelEmphasis,WeightedZoneSizePercentageFeatureValue
0.8333664651985091,0.7947788366594171,0.8514392103952315,0.6472269100194221,2.262783772260652,1.0135500481176156,1.6372815078515521,0.9076740760778924,0.833366465198509,0.3005705275724345,0.20329140952821165,1.2640558507761532,0.21134259259259258,0.7890915459540742,0.3546022802575491,0.9612382254230516,0.3912231676202908,4.395493650175988,1606.7223721935961,0.008368389273869115,791.6821711207314,0.03565625,0.024063493702995514,0.016679971638352855,24.971445686910094,0.08825697683081041,0.023928175667421423,0.010653521148567218,impulsive_earthquake_sample0,0.00021060361875300908,192072.5,0.28125,0.125,231680.875,0.11344922232387923
0.8305661849819742,0.6908960137482223,0.7477272095136017,0.3963793794576756,3.5652737240000674,1.0135135589294646,1.501385697600506,0.9329368489969271,0.8305661849819742,0.3035354997084456,0.20698519717518998,1.2555935050037654,0.21689814814814815,0.7857579540333888,0.3573017644885245,0.96038396866469,0.3958961834109564,4.497485291476524,2145.4359693077745,0.011174203872456495,513.8759900778089,0.03327083333333333,0.026487125750988962,0.017163742611943852,20.59342506699022,0.10233561375654758,0.024934827828530966,0.010874003996902947,impulsive_earthquake_sample1,0.00013292952871000414,76038.54545454546,0.32231404958677684,0.09090909090909091,119199.18181818182,0.16028309741881766
0.8328424997985022,0.7491604961488102,0.8086188298483243,0.5179510044456442,2.7617007384519816,1.0135531879664834,1.5804572699377248,0.8940989745318739,0.8328424997985021,0.30122965186843814,0.20497268071749483,1.2626137142423024,0.20694444444444443,0.7884854891804871,0.35520377855845603,0.9610836149798819,0.39220225199914643,4.507897860327215,1480.6809242569686,0.007711919980088275,634.7225913442021,0.036348958333333334,0.02439288779938813,0.017064534990984245,22.599081787329478,0.08436152463442587,0.024428804927015303,0.010765877586276574,impulsive_earthquake_sample2,0.00016637039699925676,106074.88888888889,0.3333333333333333,0.1111111111111111,154018.22222222222,0.11387434554973822
0.8324293758710447,0.8213932078530879,0.8464692645507406,0.644351886792309,2.2265986425048854,1.0135238789259784,1.614226439712799,0.9241922078796528,0.8324293758710446,0.30137222647487,0.20331060825495612,1.2595305352031472,0.21666666666666667,0.7877907068445925,0.3552456613065798,0.960905990205606,0.39255269991003455,4.55755447533951,1381.2228290574703,0.007193906369603333,637.4316051370511,0.03578125,0.02466166345681436,0.017008850634859525,22.236619338257057,0.08115214881248566,0.02471076040865703,0.010683897671508857,impulsive_earthquake_sample3,0.00012157749730497737,207552.44444444444,0.30864197530864196,0.1111111111111111,265496.22222222225,0.16059479553903347
0.8327613919838004,0.7443996512402837,0.8044098352369016,0.5982601838034733,2.342110038612172,1.0135297115025619,1.6456710106627224,0.927277723463283,0.8327613919838003,0.3010393579896495,0.20400376483848354,1.2598482188818918,0.2136574074074074,0.7882667110800924,0.35498848832186863,0.9610277269877726,0.39203947937464634,4.617680172821476,538.9564667030722,0.0028070795509511624,331.4912399375622,0.040739583333333336,0.021722365163624018,0.01649854761883203,16.337961575369018,0.04832394626314516,0.0239158501877459,0.010392575089841545,impulsive_earthquake_sample4,0.0958227563513581,13288.027173913044,0.8953804347826086,0.030777410207939507,32992.02717391304,0.13208685162846803
0.8326331058404669,0.7362088451773079,0.7825510823642813,0.5088745169520803,2.8862108921454737,1.0135231311354678,1.616913962394264,0.955375554600263,0.8326331058404667,0.30220529243188876,0.2043442400884818,1.2617148113684769,0.2263888888888889,0.7886191724165594,0.35598910308661436,0.9611177452581509,0.3930820668172992,4.5276723869714415,594.5809497465148,0.003096791909054291,548.4077367792198,0.04028125,0.02170600931701314,0.01653764225771532,20.24187011431228,0.051240852251494634,0.023835278985826748,0.010553926104692454,impulsive_earthquake_sample5,0.10625624043247194,13686.8,0.9034722222222222,0.03791666666666667,41024.916666666664,0.10699904122722914
0.8326951899759328,0.818483579474067,0.8483662079467427,0.6368712701594262,2.1917034367481314,1.0135344969556783,1.6066864517257993,0.905542551097399,0.8326951899759327,0.30101504734585854,0.20448400965702462,1.2618468433767556,0.22060185185185185,0.7881209407122958,0.3549948753722982,0.9609904668622822,0.39211009753743986,4.606618933200037,3407.583445822452,0.017747922884090293,355.1548425430916,0.025109375,0.030389002515599842,0.017339994530488033,17.161573331076085,0.12970866961425057,0.024742189627149632,0.01092713236436949,impulsive_earthquake_sample6,0.00010030134116977081,583503.0,0.2653061224489796,0.14285714285714285,871299.5714285715,0.08128544423440454
0.8317634873531778,0.8122890297592288,0.8435056042162166,0.6468903584615862,2.2131810603000193,1.013526720479588,1.632857360547389,0.9321077723086341,0.8317634873531776,0.3022281233975172,0.20409534944009797,1.25831785184616,0.21898148148148147,0.7870346194917469,0.355801132531048,0.9607122306338509,0.3935446697528464,4.717667800695289,1040.4383388659462,0.0054189779054367275,397.2652422482698,0.037385416666666664,0.023967765825788058,0.016919922113919926,17.855580332555043,0.06960241291014023,0.024473941295573932,0.010697665425193735,impulsive_earthquake_sample7,0.0878400491561851,21062.916666666668,0.8930041152263375,0.04218106995884774,83267.25925925926,0.09269817914290969
0.831964834133838,0.6862760461809727,0.7339400898804344,0.39847261918678434,3.528953701681286,1.0135377868235966,1.570033359840015,0.9538072961572402,0.8319648341338379,0.3014423593383427,0.20359346903731368,1.2608987749622496,0.20856481481481481,0.7871507667347035,0.3555946748509781,0.9607420265757406,0.3932459964354718,4.574854644863048,774.7000304643623,0.004034917007194633,476.11988848919907,0.039864583333333335,0.022691417986898315,0.01694240733171487,19.373813715092037,0.05932955032482343,0.024479448839716506,0.010677273218312086,impulsive_earthquake_sample8,0.00014651348719549445,100755.1,0.3,0.1,149538.0,0.17802865827181938
0.8319615584308354,0.7509199328633118,0.8129365212252828,0.5594498853304097,2.6156746207623796,1.013511614464614,1.5995654595332,0.9071592581903583,0.8319615584308354,0.302457057074631,0.20540723476344067,1.2593012113979312,0.21597222222222223,0.7875989742320775,0.35645876600531207,0.960856901233289,0.3940849334859168,4.559591427108169,722.8957039460169,0.0037651014012886363,474.5312796631097,0.038953125,0.02215760058402644,0.01642729386155853,19.15061109522481,0.05721994868701173,0.023551607900078025,0.010381212198323967,impulsive_earthquake_sample9,0.00015054362739375018,178621.45454545456,0.32231404958677684,0.09090909090909091,216814.81818181818,0.1797112462006079
