permutation_entropy_antropy,spectral_entropy_antropy,svd_entropy_antropy,approximate_entropy_antropy,sample_entropy_antropy,hjorth_mobility_antropy,hjorth_complexity_antropy,num_zerocross_antropy,petrosian_fd_antropy,katz_fd_antropy,higuchi_fd_antropy,detrended_fluctuation_antropy,normalized_permutation_entropy_ordpy,statistical_complexity_entropy_ordpy,fisher_shannon_ordpy,global_node_entropy_ordpy,missing_links_ordpy,missing_patterns_ordpy,renyi_complexity_entropy_short_ordpy,renyi_stat_complexity_short_ordpy,renyi_complexity_entropy_long_ordpy,renyi_stat_complexity_long_ordpy,tsallis_complexity_entropy_short_ordpy,tsallis_stat_complexity_short_ordpy,tsallis_complexity_entropy_long_ordpy,tsallis_stat_complexity_long_ordpy,weighted_permutation_entropy_ordpy,0_Absolute energy,0_Average power,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Percentile_2,0_Histogram mode,0_Interquartile range,0_Kurtosis,0_Lempel-Ziv complexity,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Peak to peak distance,0_Root mean square,0_Signal distance,0_Skewness,0_Standard deviation,0_Variance,75th_percentile,25th_percentile,label
0.9695612186238056,0.9590191344831658,0.7246104774536201,0.0506371960740352,2.03317478677822,1.0888320748357951,1.470302307303028,0,1.0219390429863295,6.602703519710777,1.8968622773648691,0.6337227886791719,0.9695612186238056,0.0724630725032801,0.0503434568576212,2.2617672894480645,0.1358796296296296,0.0027777777777777,0.9833264759924794,0.0412162921704147,0.9577190270062964,0.1011531400138222,0.9445613861030332,0.0461461982594505,0.9942233984243508,0.0895338638089321,9.039249700350044,4083.1723573492977,0.2492322747573275,0.0345480499141663,0.3400630073625446,0.5836298682389925,0.4799999999999997,0.5490788379741443,0.0792187548418974,0.104248046875,0.2850296995747878,0.3272672677540093,0.3401169950502337,0.2692029788249798,2.0,0.4992164488741283,17822.70655158429,-0.6329102637654319,0.4098476951097826,0.1679751331868013,0.583633566968134,0.0345547289939897,white_stft_w1024_olap0.8
0.9693122547711872,0.9588445122717548,0.7306132264306405,0.0460787495410883,1.95498736720643,1.0920104971691744,1.4738291175973004,0,1.0219134404396772,7.614361200375534,1.8985534248187024,0.6414674360116277,0.9693122547711872,0.0727731213239496,0.054024085438617,2.2642602948665917,0.1395833333333333,0.0013888888888888,0.9832935698186868,0.0412440668508556,0.957227482088447,0.1016130165701716,0.9444549536783848,0.0461740205979945,0.9941514047215596,0.0899888197685019,9.057865054572684,4048.94275838865,0.2471429383134133,0.0108426823213814,0.3181145704714692,0.5796291351596443,0.4800000000000003,0.5687584674181583,-0.0348459413953725,0.10430908203125,0.266634956970163,0.3371487194459419,0.3181155386986146,0.2805627317845747,2.0000000000000004,0.4971195569534126,17897.993470956877,-0.5907557871202798,0.4195636466938914,0.1760336536270766,0.5796446256785485,0.0108861582603901,white_stft_w1024_olap0.8
0.9705929901506344,0.961296942085052,0.7179327011149238,0.0510788212574304,2.1379878807946326,1.0936880010799168,1.4681291799716638,0,1.0218344689712646,5.725906818233606,1.898285854345177,0.6383746217110368,0.9705929901506344,0.0691861999018235,0.0481058773855722,2.2760070469549576,0.1229166666666666,0.0,0.9842938366007764,0.0386721826151166,0.9585730314309638,0.0972702126458344,0.9476953910251356,0.0434197921101139,0.9943482029535876,0.0859684246892509,9.0537666167387,4241.0301700462005,0.2588677391226393,0.0400836419592434,0.3476006033186594,0.6037369164541441,0.4799999999999997,0.5636221868445103,0.0936527196148815,0.104248046875,0.2930701902323926,0.3333552871724215,0.3476410388853256,0.2767167775880897,2.0,0.5087749395260481,17872.987298510827,-0.6550956683524135,0.4158867666647776,0.1729618026868832,0.6037376793818633,0.040115492537353,white_stft_w1024_olap0.8
0.9681996438781098,0.9578786900962376,0.7277811311413102,0.047027297758202,2.1579446031677794,1.0805740822331924,1.4847642731585915,0,1.0219454428718182,8.21045469786058,1.889240687490021,0.6489676554166006,0.9681996438781098,0.0747948400160132,0.0563381462111787,2.264011422565258,0.1381944444444444,0.0013888888888888,0.9828433593604118,0.0422403765607913,0.9554773040066938,0.1045564432978823,0.9429999399818972,0.0472311112521937,0.9938941191506434,0.0927936305772388,9.00772783029274,4080.4557608861633,0.2490664567470038,0.019300763672696,0.3262567976286674,0.5829372416126652,0.4799999999999997,0.5634960585708102,-0.0184614032150962,0.10418701171875,0.2722891445029925,0.3356117480946068,0.3262881599893747,0.2774713943705083,2.0,0.4990503531076795,17857.554390727946,-0.6027728176648204,0.4182222814756862,0.174909876722728,0.5829441761616505,0.0194481175908402,white_stft_w1024_olap0.8
0.9709143150849766,0.9597437342970342,0.7466965945685675,0.0496517836318286,1.842617886461546,1.0915974459504716,1.4753578878526372,0,1.0220179539202032,5.893467520560229,1.895779645510328,0.6377642371624062,0.9709143150849766,0.0690389127049847,0.0526788373191856,2.2727967286280477,0.1224537037037037,0.0027777777777777,0.9841953448670115,0.0390832293794785,0.9593179985400768,0.0967249520776587,0.9473758463840984,0.0438664140998912,0.994456786767524,0.0854202071568826,9.038948216123618,4128.95772704119,0.2520269625246408,0.030856994821294,0.3386161093535579,0.5903029174171456,0.48,0.5594806547031741,0.0895614542204406,0.1044921875,0.2827529770541313,0.331973513858643,0.3386336098184189,0.2745767969951936,2.0,0.5020075497635508,17861.75648823798,-0.6508367901795776,0.4148039705531153,0.1720623339866298,0.5903599888495736,0.0308793341463995,white_stft_w1024_olap0.8
0.9675679506650714,0.9586522172968394,0.7231154958904458,0.0444178258907257,1.9782231380458568,1.0836878750365722,1.4792363956484609,0,1.0218109821414918,5.892340875213208,1.8920751304279664,0.6370870882172268,0.9675679506650712,0.076202309017062,0.0609846966134519,2.2598817787944676,0.1402777777777777,0.0013888888888888,0.9824597815109116,0.0432079667304769,0.9546012711094294,0.1062474688201677,0.9417619720109132,0.0482601527066362,0.9937647802558982,0.0943994638123959,9.01025865616398,4180.178483102374,0.2551534201979109,0.0258044691075844,0.3377605332909241,0.5996311133704736,0.4,0.5738140125586756,0.0323075379045683,0.10406494140625,0.2841903973986383,0.3352889039134408,0.33779726748347,0.2819979636609329,2.0,0.5051117172161436,17862.542714478925,-0.6210692091601154,0.4175807285968133,0.1743736648954454,0.5996313840079265,0.0258173714492508,white_stft_w1024_olap0.8
0.9700576410488084,0.959475351237431,0.707445691013416,0.0471239473685827,2.132496104635725,1.0893150005143344,1.474451218351082,0,1.0218408737679665,8.101289630966148,1.8933521035067595,0.645875211155925,0.9700576410488086,0.0709575076708688,0.0500449652136099,2.272901500151178,0.1273148148148148,0.0,0.9838448989663422,0.0397795842564178,0.9581890675477496,0.0995843339054134,0.946239705805598,0.0446057023980715,0.9942921337068732,0.088081912723159,9.052011416850414,4180.359776678661,0.2551644861550791,0.0190119669442352,0.3406412551109568,0.591888002574492,0.4,0.5728914545339979,0.0071573311121144,0.10455322265625,0.2800903808564098,0.3379740877010619,0.3406454383467107,0.2814622572027794,2.0,0.5051226703987826,17894.442673720132,-0.633193033413475,0.4203549579849255,0.1766982907025084,0.5919300374686601,0.0190385829346622,white_stft_w1024_olap0.8
0.9709628635483836,0.9624773235866808,0.7409153256877943,0.0501236526218598,1.7745518970586285,1.1003124071264223,1.468307275238229,0,1.0220755087676108,6.930737604860335,1.8975541481034617,0.6419193825777708,0.9709628635483832,0.0686205153836745,0.047737120947875,2.2606840804603467,0.1273148148148148,0.0,0.9844190312021588,0.0383935149372208,0.9592337930261456,0.0964617691989441,0.948101719394707,0.0431216254825408,0.994444526599764,0.0851900545649449,9.062993084177345,4112.8677139673655,0.2510448461189871,0.0384770816579913,0.3420800051569618,0.5905255698053381,0.56,0.5520034511632517,0.1166482017254733,0.10491943359375,0.285909293305446,0.3292446529845381,0.3420917409320207,0.2715690996049096,2.0,0.5010284658156445,17860.294815570254,-0.6500269557637515,0.4114430696453142,0.1692853995591589,0.590535980858297,0.0385325296950453,white_stft_w1024_olap0.8
0.9714798717473776,0.9603112790574642,0.7238669610519426,0.0394473760851088,1.9954161328687685,1.0942735535760428,1.4707013462552267,0,1.0221543407966596,8.707273351551807,1.8939379718686171,0.6319888205773987,0.9714798717473772,0.0674464843204397,0.0493923349259631,2.2697174112259044,0.1293981481481481,0.0,0.9847029852491224,0.0377155743738915,0.959925405266147,0.0948566548165806,0.9490239337700932,0.0423940803753986,0.9945451235360292,0.0836952233683185,9.053067463096188,4069.837731536944,0.248418344108951,0.0073822550189031,0.3236546409628402,0.5782926765916117,0.4799999999999997,0.5708795703369769,-0.0848412531908535,0.1036376953125,0.2687187882926992,0.3381613425622921,0.323684284219995,0.2823766018183931,1.9999999999999996,0.4984006238524415,17902.698295019607,-0.5774817347152357,0.4197539692188823,0.1761933946750064,0.5783226371169894,0.0074430667800124,white_stft_w1024_olap0.8
0.9707197775667672,0.9618659100518646,0.7377330174878669,0.0480836420717754,1.871096211464576,1.0973156782355469,1.466034957317138,0,1.0220541949896498,5.633259120329111,1.9013960903754803,0.6293685469992246,0.9707197775667672,0.0690008903974171,0.050187156931434,2.2719549930325296,0.1217592592592592,0.0,0.9843125963048148,0.0386681644705389,0.9587891957611486,0.0968861868412712,0.9477562663782372,0.0434170168623014,0.9943797377234936,0.0856062025173886,9.057358029828018,4161.847721587306,0.254034531013081,0.0233332929091938,0.3349924153526711,0.5962364600892595,0.4799999999999997,0.5727504886959787,-0.0145620636281447,0.10504150390625,0.2794863875939416,0.3375067647793702,0.3349996779795597,0.2828118405213227,2.0,0.5040030019511667,17906.38048535424,-0.6241066800926461,0.41941195157682,0.1759063851254768,0.596237772603365,0.0234872839073862,white_stft_w1024_olap0.8
